%#################################################################
Title:        Basenet Report
Design:       top
Date:         Nov 7 11:09:59 2018
%#################################################################


%
Base nets and synonyms for muctpi_lib.TOP(@muctpi_lib.top(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         
                    	CPLD_IO<15> - @muctpi_lib.IPMC(i5_page4)                    	 96A5<>                       
                    	IPMC_IO<15> - @muctpi_lib.CPLD(i3_page4)                    	 82B1<>                       
IPM_PMB_ENA         	IPM_PMB_ENA - @muctpi_lib.TOP                               	 3A7 3D1                      
                    	PMB_ENA - @muctpi_lib.IPMC(i5_page4)                        	 97B4<                        
                    	IPMC_PMBUS_ENA - @muctpi_lib.CPLD(i3_page4)                 	 82D1>                        
IPM_RST*            	IPM_RST* - @muctpi_lib.TOP                                  	 3A5 3C4                      
                    	IPMC_RST_O* - @muctpi_lib.IPMC(i5_page4)                    	 96D8>                        
                    	IPMC_RST* - @muctpi_lib.CPLD(i3_page4)                      	 82D4<                        
IPM_UART_RXD        	IPM_UART_RXD - @muctpi_lib.TOP                              	 3A7 3B1                      
                    	IPMC_UART_RX - @muctpi_lib.IPMC(i5_page4)                   	 96C8<                        
                    	IPMC_UART_TXD - @muctpi_lib.CPLD(i3_page4)                  	 82D4>                        
IPM_UART_TXD        	IPM_UART_TXD - @muctpi_lib.TOP                              	 3A5 3B4                      
                    	IPMC_UART_TX - @muctpi_lib.IPMC(i5_page4)                   	 96C8>                        
                    	IPMC_UART_RXD - @muctpi_lib.CPLD(i3_page4)                  	 82D3<                        
M2T_MGTCLK_N<1..0>  	M2T_MGTCLK_N<1..0> - @muctpi_lib.TOP                        	 1B8                          
                    	M2T_MGTCLK_N<3..0> - @muctpi_lib.TOP                        	 3D6                          
                    	MSPTX_MGTCLK_N<3..0> - @muctpi_lib.CLOCKS(i4_page4)         	 83C1>                        
                    	CLK_OUT_N<1> - @muctpi_lib.CML_FANOUT_1TO4_AC(i72_page1)    	 89B2>                        
                    	MTTX_MGTCLK_N<1> - @muctpi_lib.MSP_FPGA(i43_page1)          	 10C8<                        
M2T_MGTCLK_N<3..0>  	M2T_MGTCLK_N<3..0> - @muctpi_lib.TOP                        	 3D6                          
                    	M2T_MGTCLK_N<3..2> - @muctpi_lib.TOP                        	 1B4                          
                    	MSPTX_MGTCLK_N<3..0> - @muctpi_lib.CLOCKS(i4_page4)         	 83C1>                        
                    	CLK_OUT_N<3> - @muctpi_lib.CML_FANOUT_1TO4_AC(i72_page1)    	 89C2>                        
                    	MTTX_MGTCLK_N<1> - @muctpi_lib.MSP_FPGA(i44_page1)          	 35C8<                        
M2T_MGTCLK_N<3..2>  	M2T_MGTCLK_N<3..0> - @muctpi_lib.TOP                        	 3D6                          
                    	M2T_MGTCLK_N<3..2> - @muctpi_lib.TOP                        	 1B4                          
                    	MSPTX_MGTCLK_N<3..0> - @muctpi_lib.CLOCKS(i4_page4)         	 83C1>                        
                    	CLK_OUT_N<3> - @muctpi_lib.CML_FANOUT_1TO4_AC(i72_page1)    	 89C2>                        
                    	MTTX_MGTCLK_N<1> - @muctpi_lib.MSP_FPGA(i44_page1)          	 35C8<                        
M2T_MGTCLK_P<1..0>  	M2T_MGTCLK_P<1..0> - @muctpi_lib.TOP                        	 1B8                          
                    	M2T_MGTCLK_P<3..0> - @muctpi_lib.TOP                        	 3D6                          
                    	MSPTX_MGTCLK_P<3..0> - @muctpi_lib.CLOCKS(i4_page4)         	 83C1>                        
                    	CLK_OUT_P<1> - @muctpi_lib.CML_FANOUT_1TO4_AC(i72_page1)    	 89B2>                        
                    	MTTX_MGTCLK_P<1> - @muctpi_lib.MSP_FPGA(i43_page1)          	 10C8<                        
M2T_MGTCLK_P<3..0>  	M2T_MGTCLK_P<3..0> - @muctpi_lib.TOP                        	 3D6                          
                    	M2T_MGTCLK_P<3..2> - @muctpi_lib.TOP                        	 1B4                          
                    	MSPTX_MGTCLK_P<3..0> - @muctpi_lib.CLOCKS(i4_page4)         	 83C1>                        
                    	CLK_OUT_P<3> - @muctpi_lib.CML_FANOUT_1TO4_AC(i72_page1)    	 89C2>                        
                    	MTTX_MGTCLK_P<1> - @muctpi_lib.MSP_FPGA(i44_page1)          	 35C8<                        
M2T_MGTCLK_P<3..2>  	M2T_MGTCLK_P<3..0> - @muctpi_lib.TOP                        	 3D6                          
                    	M2T_MGTCLK_P<3..2> - @muctpi_lib.TOP                        	 1B4                          
                    	MSPTX_MGTCLK_P<3..0> - @muctpi_lib.CLOCKS(i4_page4)         	 83C1>                        
                    	CLK_OUT_P<3> - @muctpi_lib.CML_FANOUT_1TO4_AC(i72_page1)    	 89C2>                        
                    	MTTX_MGTCLK_P<1> - @muctpi_lib.MSP_FPGA(i44_page1)          	 35C8<                        
MPA_CFG<0>          	MPA_CFG<0> - @muctpi_lib.TOP                                	 1E8                          
                    	MSPA_CFG<0> - @muctpi_lib.ZYNQ(i33_page5)                   	 74B6<>                       
                    	CFG_PROG* - @muctpi_lib.MSP_FPGA(i43_page1)                 	 4D6<                         
MPA_CFG<4..0>       	MPA_CFG<4..0> - @muctpi_lib.TOP                             	 2D2                          
                    	MSPA_CFG<4> - @muctpi_lib.ZYNQ(i33_page5)                   	 72D1<>                       
                    	CFG_DONE - @muctpi_lib.MSP_FPGA(i43_page1)                  	 4C6<>                        
MPA_CFG<1>          	MPA_CFG<1> - @muctpi_lib.TOP                                	 1E8                          
                    	MSPA_CFG<1> - @muctpi_lib.ZYNQ(i33_page5)                   	 74B6<>                       
                    	CFG_CCLK - @muctpi_lib.MSP_FPGA(i43_page1)                  	 4C6<                         
MPA_CFG<2>          	MPA_CFG<2> - @muctpi_lib.TOP                                	 1E8                          
                    	MSPA_CFG<2> - @muctpi_lib.ZYNQ(i33_page5)                   	 72D1<>                       
                    	CFG_DIN - @muctpi_lib.MSP_FPGA(i43_page1)                   	 4D2<                         
MPA_CFG<3>          	MPA_CFG<3> - @muctpi_lib.TOP                                	 1E6                          
                    	MSPA_CFG<3> - @muctpi_lib.ZYNQ(i33_page5)                   	 72D1<>                       
                    	CFG_INIT* - @muctpi_lib.MSP_FPGA(i43_page1)                 	 4D6<>                        
MPA_CFG<4>          	MPA_CFG<4> - @muctpi_lib.TOP                                	 1E6                          
                    	MSPA_CFG<4> - @muctpi_lib.ZYNQ(i33_page5)                   	 72D1<>                       
                    	CFG_DONE - @muctpi_lib.MSP_FPGA(i43_page1)                  	 4C6<>                        
MPA_TCK             	MPA_TCK - @muctpi_lib.TOP                                   	 1E8 3D1                      
                    	MSPA_JTAG_SLAVE_TCK - @muctpi_lib.CPLD(i3_page4)            	 82D8>                        
                    	JTAG_TCK - @muctpi_lib.MSP_FPGA(i43_page1)                  	 4D6<                         
MPA_TDI             	MPA_TDI - @muctpi_lib.TOP                                   	 1E8 3D1                      
                    	MSPA_JTAG_SLAVE_TDI - @muctpi_lib.CPLD(i3_page4)            	 82D8>                        
                    	JTAG_TDI - @muctpi_lib.MSP_FPGA(i43_page1)                  	 4D6<                         
MPA_TDO             	MPA_TDO - @muctpi_lib.TOP                                   	 1E6 3D1                      
                    	MSPA_JTAG_SLAVE_TDO - @muctpi_lib.CPLD(i3_page4)            	 82D8<                        
                    	JTAG_TDO - @muctpi_lib.MSP_FPGA(i43_page1)                  	 4D2>                         
MPA_THERM*          	MPA_THERM* - @muctpi_lib.TOP                                	 1D6 3C4                      
                    	FPGA_TEMP_ALARM*<0> - @muctpi_lib.CPLD(i3_page4)            	 82B1<                        
                    	THERM* - @muctpi_lib.MSP_FPGA(i43_page1)                    	 4B5>                         
MPA_TMS             	MPA_TMS - @muctpi_lib.TOP                                   	 1E8 3D1                      
                    	MSPA_JTAG_SLAVE_TMS - @muctpi_lib.CPLD(i3_page4)            	 82D8>                        
                    	JTAG_TMS - @muctpi_lib.MSP_FPGA(i43_page1)                  	 4D6<                         
MPC_CFG<0>          	MPC_CFG<0> - @muctpi_lib.TOP                                	 1E4                          
                    	MSPC_CFG<0> - @muctpi_lib.ZYNQ(i33_page5)                   	 74B1<>                       
                    	CFG_PROG* - @muctpi_lib.MSP_FPGA(i44_page1)                 	 29D6<                        
MPC_CFG<4..0>       	MPC_CFG<4..0> - @muctpi_lib.TOP                             	 2D2                          
                    	MSPC_CFG<4> - @muctpi_lib.ZYNQ(i33_page5)                   	 72B3<>                       
                    	CFG_DONE - @muctpi_lib.MSP_FPGA(i44_page1)                  	 29C6<>                       
MPC_CFG<1>          	MPC_CFG<1> - @muctpi_lib.TOP                                	 1E4                          
                    	MSPC_CFG<1> - @muctpi_lib.ZYNQ(i33_page5)                   	 74B1<>                       
                    	CFG_CCLK - @muctpi_lib.MSP_FPGA(i44_page1)                  	 29C6<                        
MPC_CFG<2>          	MPC_CFG<2> - @muctpi_lib.TOP                                	 1E4                          
                    	MSPC_CFG<2> - @muctpi_lib.ZYNQ(i33_page5)                   	 72E3<>                       
                    	CFG_DIN - @muctpi_lib.MSP_FPGA(i44_page1)                   	 29D2<                        
MPC_CFG<3>          	MPC_CFG<3> - @muctpi_lib.TOP                                	 1E2                          
                    	MSPC_CFG<3> - @muctpi_lib.ZYNQ(i33_page5)                   	 72B3<>                       
                    	CFG_INIT* - @muctpi_lib.MSP_FPGA(i44_page1)                 	 29D6<>                       
MPC_CFG<4>          	MPC_CFG<4> - @muctpi_lib.TOP                                	 1E2                          
                    	MSPC_CFG<4> - @muctpi_lib.ZYNQ(i33_page5)                   	 72B3<>                       
                    	CFG_DONE - @muctpi_lib.MSP_FPGA(i44_page1)                  	 29C6<>                       
MPC_TCK             	MPC_TCK - @muctpi_lib.TOP                                   	 1E4 3D1                      
                    	MSPC_JTAG_SLAVE_TCK - @muctpi_lib.CPLD(i3_page4)            	 82C8>                        
                    	JTAG_TCK - @muctpi_lib.MSP_FPGA(i44_page1)                  	 29D6<                        
MPC_TDI             	MPC_TDI - @muctpi_lib.TOP                                   	 1E4 3C1                      
                    	MSPC_JTAG_SLAVE_TDI - @muctpi_lib.CPLD(i3_page4)            	 82D8>                        
                    	JTAG_TDI - @muctpi_lib.MSP_FPGA(i44_page1)                  	 29D6<                        
MPC_TDO             	MPC_TDO - @muctpi_lib.TOP                                   	 1E2 3C1                      
                    	MSPC_JTAG_SLAVE_TDO - @muctpi_lib.CPLD(i3_page4)            	 82C8<                        
                    	JTAG_TDO - @muctpi_lib.MSP_FPGA(i44_page1)                  	 29D2>                        
MPC_THERM*          	MPC_THERM* - @muctpi_lib.TOP                                	 1D2 3C4                      
                    	FPGA_TEMP_ALARM*<1> - @muctpi_lib.CPLD(i3_page4)            	 82B1<                        
                    	THERM* - @muctpi_lib.MSP_FPGA(i44_page1)                    	 29B5>                        
MPC_TMS             	MPC_TMS - @muctpi_lib.TOP                                   	 1E4 3C1                      
                    	MSPC_JTAG_SLAVE_TMS - @muctpi_lib.CPLD(i3_page4)            	 82C8>                        
                    	JTAG_TMS - @muctpi_lib.MSP_FPGA(i44_page1)                  	 29D6<                        
MPODTX_INT*         	MPODTX_INT* - @muctpi_lib.TOP                               	 2B4 2D8                      
                    	MPODTX_INT* - @muctpi_lib.ZYNQ(i33_page5)                   	 75C1<>                       
                    	MPTX_INT* - @muctpi_lib.TRP_FPGA(i31_page5)                 	 55E1<>                       
                    	INT* - @muctpi_lib.MINIPOD_TX(i67_page2)                    	 66D3>                        
MPODTX_RST*         	MPODTX_RST* - @muctpi_lib.TOP                               	 2B4 2D8                      
                    	MPODTX_RST* - @muctpi_lib.ZYNQ(i33_page5)                   	 73D6>                        
                    	MPTX_RST* - @muctpi_lib.TRP_FPGA(i31_page5)                 	 55E3<                        
                    	RESET* - @muctpi_lib.MINIPOD_TX(i67_page2)                  	 66D5<                        
MPOD_INT*<1..0>     	MPOD_INT*<1..0> - @muctpi_lib.TOP                           	 1B6                          
                    	MPOD_INT*<3..0> - @muctpi_lib.TOP                           	 2D4                          
                    	MINIPOD_INT*<1> - @muctpi_lib.ZYNQ(i33_page5)               	 75D1<>                       
